Category,Title,Creator,My Rating,Avg Rating,Num Ratings,Tags,Date Added,Date Read,Album,Release Date,Origin
Book,Gotham: A History of New York City to 1898,"Burrows, Edwin G.",4,4.3,2889,"read, 2024, american-history, history, non-fiction, nyc","Feb 05, 2024",Jan 2024,,,BOOKS.csv
Book,Enough,"Hutchinson, Cassidy",2,4.29,18522,"read, 2024, congress, non-fiction, politics, president, recent-history, trump","Mar 28, 2024",Jan 2024 not set,,,BOOKS.csv
Book,Augustus: First Emperor of Rome,"Goldsworthy, Adrian",4,4.28,5247,"read, 2024, ancient-history, history, non-fiction, politics, roman-republic, war","Jun 02, 2024","Jun 22, 2024",,,BOOKS.csv
Book,The Trump Tapes: Bob Woodward's Twenty Interviews with President Donald Trump,"Woodward, Bob",4,4.27,1674,"read, 2023, american-history, election, gonzo, history, jan-6, journalism, non-fiction, politics, president, recent-history, top-shelf, trump","Nov 06, 2022","Dec 26, 2022",,,BOOKS.csv
Book,Front Row at the Trump Show,"Karl, Jonathan",5,4.27,4373,"read, 2021, american-history, election, gonzo, history, journalism, non-fiction, politics, president, recent-history, source, top-shelf, trump","Mar 24, 2022","Jan 06, 2023",,,BOOKS.csv
Book,Augustus,"Williams, John",3,4.26,21298,"read, 2024, ancient-history, fiction, history, politics, roman-republic","Jun 22, 2024","Jul 31, 2024",,,BOOKS.csv
Book,The Betrayal: How Mitch McConnell and the Senate Republicans Abandoned America,"Shapiro, Ira S",4,4.26,143,"read, 2024, congress, conservative, non-fiction, politics, recent-history","Jun 22, 2024",Jan 2024,,,BOOKS.csv
Book,Tired of Winning: Donald Trump and the End of the Grand Old Party,"Karl, Jonathan",3,4.25,3033,"read, 2023, american-history, election, history, jan-6, journalism, non-fiction, politics, president, recent-history, trump","Jul 10, 2023","Nov 14, 2023",,,BOOKS.csv
Book,The Afghanistan Papers: A Secret History of the War,"Whitlock, Craig",5,4.25,6857,"read, 2024, american-history, bush-era, conspiracy, history, journalism, non-fiction, obama-era, politics, recent-history, war","Mar 29, 2024","Nov 06, 2024 Sep 04, 2024",,,BOOKS.csv
Book,Unchecked: The Untold Story Behind Congress's Botched Impeachments of Donald Trump,"Bade, Rachael",4,4.24,266,"read, 2023, american-history, congress, history, jan-6, journalism, non-fiction, politics, president, recent-history, trump","Mar 01, 2023",not set,,,BOOKS.csv
Book,Caesar: Life of a Colossus,"Goldsworthy, Adrian",5,4.25,13581,"read, 2024, ancient-history, biography, caesar, great-man-theory, history, non-fiction, philosophy, roman-republic, stories, top-shelf","Mar 27, 2024","Jul 31, 2024",,,BOOKS.csv
Book,Rubicon: The Last Years of the Roman Republic,"Holland, Tom",5,4.23,28831,"read, 2024, ancient-history, caesar, history, non-fiction, politics, roman-republic, stories, top-shelf, war","Mar 29, 2024","Apr 07, 2024",,,BOOKS.csv
Book,"One Nation Under Blackmail, Vol. 1: The Sordid Union Between Intelligence and Crime that Gave Rise to Jeffrey Epstein","Webb, Whitney Alyse",4,4.23,1208,"read, 2024, conspiracy, crime, non-fiction, politics","Feb 20, 2024","Feb 22, 2024",,,BOOKS.csv
Book,Manufacturing Consent: The Political Economy of the Mass Media,"Herman, Edward S.",0,4.23,25248,"read, leftist, non-fiction, politics, sociology","Mar 24, 2022",not set,,,BOOKS.csv
Book,The Rise and Fall of the Third Reich: A History of Nazi Germany,"Shirer, William L.",5,4.23,151277,"read, gonzo, history, journalism, massive, non-fiction, politics, source, top-shelf, war","Dec 26, 2022","Jan 26, 2023",,,BOOKS.csv
Book,War,"Woodward, Bob",3,4.23,13711,"read, 2024, american-history, history, journalism, non-fiction, politics, president, recent-history, trump, war","Nov 22, 2024",not set,,,BOOKS.csv
Book,This Is Berlin: Reporting from Nazi Germany 1938-40,"Shirer, William L.",4,4.22,387,"read, 2024, american-history, gonzo, history, journalism, non-fiction, source, war","Sep 16, 2024",not set,,,BOOKS.csv
Book,Alexander Hamilton,"Chernow, Ron",3,4.22,204111,"read, american-history, history, non-fiction, politics, source","Feb 24, 2023","Jan 06, 2023",,,BOOKS.csv
Book,"The INTP: Personality, Careers, Relationships, & the Quest for Truth and Meaning","Drenth, A.J.",4,4.21,891,"read, personality, self-improvement, sociology","Mar 24, 2022",not set,,,BOOKS.csv
Book,Commander in Cheat: How Golf Explains Trump,"Reilly, Rick",3,4.19,5765,"read, non-fiction, politics, trump","Feb 09, 2024","Feb 12, 2024",,,BOOKS.csv
Book,The Price of Justice: A True Story of Greed and Corruption,"Leamer, Laurence",4,4.19,446,"read, 2025, american-history, bush-era, conservative, conspiracy, exposè, journalism, non-fiction, obama-era, politics, recent-history","Dec 25, 2024","Jan 20, 2025",,,BOOKS.csv
Book,Rage,"Woodward, Bob",4,4.17,26375,"read, non-fiction, politics, president, recent-history, trump","Mar 24, 2022",not set,,,BOOKS.csv
Book,Personality Types: Using the Enneagram for Self-Discovery,"Riso, Don Richard",5,4.17,3546,"read, 2024, massive, non-fiction, personality, philosophy, science, self-improvement, sex, sociology, top-shelf","Sep 21, 2024",not set,,,BOOKS.csv
Book,Manhunt: The 12-Day Chase for Lincoln's Killer,"Swanson, James L.",5,4.17,35340,"read, 2024, american-history, crime, history, non-fiction, top-shelf","Feb 16, 2024",Jan 2024,,,BOOKS.csv
Book,American Brutus: John Wilkes Booth and the Lincoln Conspiracies,"Kauffman, Michael W.",3,4.16,2527,"read, 2024, american-history, conspiracy, crime, history, non-fiction, president","Jun 29, 2024",Jan 2024,,,BOOKS.csv
Book,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime","Heilemann, John",5,4.13,23047,"read, 2024, american-history, conservative, election, history, journalism, non-fiction, obama-era, politics, president, recent-history, top-shelf","Jan 17, 2024","Apr 07, 2024",,,BOOKS.csv
Book,"Trump on Trial: The Investigation, Impeachment, Acquittal and Aftermath","Sullivan, Kevin",4,4.13,103,"read, 2024, american-history, election, history, jan-6, journalism, non-fiction, politics, president, recent-history, trump","Mar 01, 2024","Mar 27, 2024",,,BOOKS.csv
Book,On the Genealogy of Morals,"Nietzsche, Friedrich",0,4.12,37262,"read, philosophy","Mar 24, 2022",not set,,,BOOKS.csv
Book,"Family of Secrets: The Bush Dynasty, the Powerful Forces That Put it in the White House & What Their Influence Means for America","Baker, Russ",5,4.12,1813,"read, american-history, conservative, conspiracy, history, journalism, non-fiction, politics, president, recent-history, top-shelf","Mar 24, 2022","Jan 06, 2023 not set",,,BOOKS.csv
Book,"The Big Lie: Election Chaos, Political Opportunism, and the State of American Politics After 2020","Lemire, Jonathan",3,4.1,1043,"read, 2022, american-history, conservative, election, jan-6, journalism, non-fiction, politics, president, recent-history, trump","Aug 21, 2022","Sep 22, 2022",,,BOOKS.csv
Book,In the Name of Rome: The Men Who Won the Roman Empire,"Goldsworthy, Adrian",4,4.1,2448,"read, 2024, ancient-history, history, non-fiction, politics, roman-republic, war","Jun 25, 2024",Jan 2024,,,BOOKS.csv
Book,It's OK to Be Angry About Capitalism,"Sanders, Bernie",4,4.1,7627,"read, 2024, american-history, congress, election, leftist, memoir, non-fiction, politics, recent-history, sociology","Feb 17, 2024","Dec 21, 2024",,,BOOKS.csv
Book,"A Higher Loyalty: Truth, Lies, and Leadership","Comey, James B.",4,4.09,49830,"read, conservative, crime, history, memoir, non-fiction, politics, recent-history, trump","Jul 20, 2022",not set,,,BOOKS.csv
Book,Confidence Man: The Making of Donald Trump and the Breaking of America,"Haberman, Maggie",5,4.09,10731,"read, 2023, american-history, election, history, jan-6, journalism, massive, non-fiction, politics, president, recent-history, source, top-shelf, trump","Sep 22, 2022","Dec 26, 2022",,,BOOKS.csv
Book,Peril,"Woodward, Bob",3,4.09,20419,"read, 2021, american-history, fiction, history, jan-6, journalism, non-fiction, politics, president, recent-history, trump","Mar 24, 2022",not set,,,BOOKS.csv
Book,A People’s History of the United States: 1492 - Present,"Zinn, Howard",4,4.09,270827,"read, 2023, american-history, history, leftist, massive, non-fiction, politics, president, sociology, stories","Mar 24, 2022",not set,,,BOOKS.csv
Book,Disloyal: The True Story of the Former Personal Attorney to President Donald J. Trump,"Cohen, Michael",4,4.09,15280,"read, 2021, american-history, biography, conspiracy, crime, history, non-fiction, politics, recent-history, trump","Mar 24, 2022",not set,,,BOOKS.csv
Book,Lives of the Noble Romans,Plutarch,5,4.08,106,"read, 2024, ancient-history, history, non-fiction, politics, roman-republic, stories, war","Jun 04, 2024",Jan 2024,,,BOOKS.csv
Book,Wannabe Fascists: A Guide to Understanding the Greatest Threat to Democracy,"Finchelstein, Federico",0,4.08,159,"read, 2024, american-history, conservative, conspiracy, history, leftist, non-fiction, politics, recent-history, sociology","Jun 29, 2024",not set,,,BOOKS.csv
Book,The 48 Laws of Power,"Greene, Robert",3,4.08,236996,"read, history, massive, non-fiction, philosophy, sociology, stories","Jul 20, 2022",not set,,,BOOKS.csv
Book,She Comes First: The Thinking Man's Guide to Pleasuring a Woman,"Kerner, Ian",0,4.07,13082,"read, non-fiction, science, sex, sociology","Aug 21, 2022",not set,,,BOOKS.csv
Book,A Fatal Thing Happened on the Way to the Forum: Murder in Ancient Rome,"Southon, Emma",3,4.07,6704,"read, 2024, ancient-history, crime, history, non-fiction, roman-republic, stories","Jun 29, 2024",Jan 2024,,,BOOKS.csv
Book,The Conquest of Bread,"Kropotkin, Pyotr",0,4.06,10182,"read, leftist, politics, sociology, source","Mar 24, 2022",not set,,,BOOKS.csv
Book,Mortal Republic: How Rome Fell into Tyranny,"Watts, Edward J.",3,4.06,1143,"read, 2024, ancient-history, history, non-fiction, politics, roman-republic, sociology","Jun 29, 2024",Jan 2024,,,BOOKS.csv
Book,SPQR: A History of Ancient Rome,"Beard, Mary",4,4.05,85145,"read, 2024, ancient-history, history, non-fiction, roman-republic","Mar 28, 2024","Apr 07, 2024",,,BOOKS.csv
Book,Caesar's Legion: The Epic Saga of Julius Caesar's Elite Tenth Legion and the Armies of Rome,"Dando-Collins, Stephen",3,4.05,1374,"read, 2024, ancient-history, history, non-fiction, roman-republic, war","Jun 04, 2024","Jun 05, 2024",,,BOOKS.csv
Book,"Chaos: Charles Manson, the CIA, and the Secret History of the Sixties","O'Neill, Tom",3,4.04,39552,"read, american-history, conspiracy, crime, history, leftist, non-fiction, recent-history","Jul 20, 2022","Jan 06, 2023",,,BOOKS.csv
Book,None of This Rocks: A Memoir,"Trohman, Joe",1,4.03,2554,"read, 2024, biography, memoir, music","Dec 26, 2022","Feb 24, 2023",,,BOOKS.csv
Book,"Masters of Command: Alexander, Hannibal, Caesar, and the Genius of Leadership","Strauss, Barry S.",3,4.02,900,"read, 2024, ancient-history, history, non-fiction, roman-republic, war","May 27, 2024",Jan 2024,,,BOOKS.csv
Book,Neuroscience of Personality: Brain Savvy Insights for All Types of People,"Nardi, Dario",3,4.02,325,"read, non-fiction, personality, science, sociology","Mar 24, 2022",not set,,,BOOKS.csv
Book,Battle for the Soul: Inside the Democrats' Campaigns to Defeat Trump,"Dovere, Edward-Isaac",4,4.0,682,"read, 2024, congress, history, non-fiction, politics, president, recent-history, trump","Jun 22, 2024",Jan 2024,,,BOOKS.csv
Book,"This Will Not Pass: Trump, Biden and the Battle for American Democracy","Martin, Jonathan",3,4.0,3216,"read, non-fiction, politics, trump","Dec 05, 2023",not set,,,BOOKS.csv
Book,Downtown: My Manhattan,"Hamill, Pete",0,3.99,1553,"read, 2024, american-history, history, non-fiction, nyc, recent-history","Apr 29, 2024","Jun 21, 2024",,,BOOKS.csv
Book,Brave New World,"Huxley, Aldous",4,3.98,2121750,"read, 2024, fiction, sociology","Mar 24, 2022",not set,,,BOOKS.csv
Book,Shocking Psychological Studies and the Lessons They Teach,"Polk, Thad A.",3,3.96,295,"read, 2024, cia, conspiracy, exposè, journalism, non-fiction, science, sociology, stories","Sep 04, 2024","May 20, 2025",,,BOOKS.csv
Book,The Death of Cool: From Teenage Rebellion to the Hangover of Adulthood,"McInnes, Gavin",2,3.97,1186,"read, comedy, non-fiction, philosophy, sociology","Feb 14, 2024",not set,,,BOOKS.csv
Book,The Death of Caesar: The Story of History's Most Famous Assassination,"Strauss, Barry S.",3,3.96,2051,"read, 2024, ancient-history, history, non-fiction","Apr 07, 2024","May 14, 2024",,,BOOKS.csv
Book,Legacy of Ashes: The History of the CIA,"Weiner, Tim",4,3.96,15885,"read, 2024, american-history, conspiracy, history, non-fiction","Jan 10, 2024",Jan 2024,,,BOOKS.csv
Book,End of Days: The Assassination of John F. Kennedy,"Swanson, James L.",2,3.96,1193,"read, 2024, american-history, conspiracy, crime, fictional-history, history, non-fiction, politics, president","Feb 17, 2024","Jun 29, 2024",,,BOOKS.csv
Book,A Warning,Anonymous,3,3.93,11944,"read, american-history, election, journalism, memoir, non-fiction, politics, president, recent-history, trump","Aug 16, 2022",not set,,,BOOKS.csv
Book,Fight: Inside the Wildest Battle for the White House,"Allen, Jonathan",5,3.93,4027,"read, 2025, american-history, election, exposè, history, non-fiction, politics, president, recent-history, stories, trump","Apr 21, 2025",not set,,,BOOKS.csv
Book,Insatiable Wives: Women Who Stray and the Men Who Love Them,"Ley, David J.",0,3.93,318,"read, philosophy","Jul 20, 2022",not set,,,BOOKS.csv
Book,"The Chapo Guide to Revolution: A Manifesto Against Logic, Facts, and Reason","House, Chapo Trap",5,3.91,3580,"read, comedy, leftist, non-fiction, politics, recent-history, sociology, top-shelf","Mar 24, 2022","Jan 06, 2023",,,BOOKS.csv
Book,Das Kapital,"Marx, Karl",0,3.91,12574,read,"Mar 24, 2022",not set,,,BOOKS.csv
Book,What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,"Navarro, Joe",3,3.91,35447,"read, non-fiction, sociology","Dec 05, 2023",not set,,,BOOKS.csv
Book,The Art of Seduction,"Greene, Robert",3,3.9,43542,"read, massive, non-fiction, philosophy, sociology, stories","Jul 29, 2022",not set,,,BOOKS.csv
Book,Cicero: The Life and Times of Rome's Greatest Politician,"Everitt, Anthony",5,3.9,8417,"read, 2024, ancient-history, biography, history, non-fiction, politics, roman-republic, stories, top-shelf","Aug 28, 2024","Dec 21, 2024",,,BOOKS.csv
Book,The God Delusion,"Dawkins, Richard",4,3.9,286281,"read, god, non-fiction, philosophy, science, sociology","Mar 24, 2022",not set,,,BOOKS.csv
Book,The Making of Donald Trump,"Johnston, David Cay",4,3.9,3425,"read, 2024, non-fiction, politics, trump","Feb 17, 2024",Jan 2024,,,BOOKS.csv
Book,Abundance,"Klein, Ezra",3,3.89,50994,"read, 2025, american-history, election, journalism, non-fiction, philosophy, politics, sociology","May 22, 2025","Jul 16, 2025",,,BOOKS.csv
Book,Where We Go from Here,"Sanders, Bernie",5,3.88,1889,"read, 2024, american-history, congress, leftist, non-fiction, politics, recent-history, top-shelf, trump","Jun 23, 2024",Jan 2024,,,BOOKS.csv
Book,Why Marx Was Right,"Eagleton, Terry",3,3.88,5642,"read, leftist, non-fiction, politics, sociology","Mar 24, 2022",not set,,,BOOKS.csv
Book,"The End is Always Near: Apocalyptic Moments, from the Bronze Age Collapse to Nuclear Near Misses","Carlin, Dan",3,3.88,14187,"read, 2024, ancient-history, history, non-fiction, stories, war","Sep 16, 2024","Sep 21, 2024",,,BOOKS.csv
Book,Landslide: The Final Days of the Trump Presidency,"Wolff, Michael",5,3.87,6532,"read, 2022, american-history, election, history, jan-6, journalism, non-fiction, politics, president, recent-history, top-shelf, trump","Jul 20, 2022","Jan 06, 2023",,,BOOKS.csv
Book,A Sacred Oath: Memoirs of a Secretary of Defense During Extraordinary Times,"Esper, Mark T.",4,3.87,809,"read, 2023, american-history, history, jan-6, memoir, non-fiction, politics, recent-history, trump","Dec 04, 2023",not set,,,BOOKS.csv
Book,Fear: Trump in the White House,"Woodward, Bob",4,3.87,65745,"read, american-history, non-fiction, politics, president, recent-history, trump","Mar 24, 2022","Jan 06, 2023",,,BOOKS.csv
Book,What's the Matter with Kansas? How Conservatives Won the Heart of America,"Frank, Thomas",4,3.84,12898,"read, 2024, american-history, conservative, history, leftist, non-fiction, politics, recent-history, sociology","Dec 05, 2023",Jan 2024,,,BOOKS.csv
Book,I Hate Your Guts,"Norton, Jim",5,3.84,948,"read, comedy, memoir, personality, stories, top-shelf","Mar 24, 2022","Jan 06, 2023",,,BOOKS.csv
Book,Permanently Suspended: The Rise and Fall... and Rise Again of Radio's Most Notorious Shock Jock,"Cumia, Anthony",3,3.82,429,"read, comedy, conservative, memoir, non-fiction, stories","Mar 24, 2022",not set,,,BOOKS.csv
Book,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,"Trump, Mary L.",4,3.82,99135,"read, 2021, american-history, biography, memoir, non-fiction, politics, recent-history, trump","Jul 20, 2022",not set,,,BOOKS.csv
Book,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency","Green, Joshua",3,3.8,5991,"read, 2022, american-history, biography, conservative, history, jan-6, journalism, non-fiction, politics, recent-history, trump","Jul 20, 2022",not set,,,BOOKS.csv
Book,War with Russia? From Putin & Ukraine To Trump & Russiagate,"Cohen, Stephen F.",2,3.8,320,"read, non-fiction, politics, recent-history, war","Mar 24, 2022",not set,,,BOOKS.csv
Book,The Elephant in the Room: A Journey into the Trump Campaign and the “Alt-Right”,"Ronson, Jon",4,3.77,7053,"read, 2024, american-history, election, gonzo, journalism, non-fiction, politics, president, recent-history, trump","Aug 24, 2024","Dec 21, 2024",,,BOOKS.csv
Book,All or Nothing: How Trump Recaptured America,"Wolff, Michael",4,3.74,1289,"read, 2025, american-history, conservative, election, exposè, history, jan-6, journalism, non-fiction, politics, president, recent-history, stories, top-shelf, trump","Mar 19, 2025","May 20, 2025",,,BOOKS.csv
Book,CIA Rogues and the Killing of the Kennedys: How and Why Us Agents Conspired to Assassinate JFK and RFK,"Nolan, Patrick",4,3.74,533,"read, 2023, american-history, conspiracy, crime, exposè, history, journalism, non-fiction, politics, stories","Jan 10, 2024",Jan 2024,,,BOOKS.csv
Book,Cleopatra: A Life,"Schiff, Stacy",4,3.73,124649,"read, 2024, ancient-history, biography, history, non-fiction, roman-republic","Mar 29, 2024","Sep 21, 2024",,,BOOKS.csv
Book,"Original Sin: President Biden's Decline, Its Cover-Up, and His Disastrous Choice to Run Again","Tapper, Jake",4,3.72,21992,"read, 2025, american-history, election, history, journalism, non-fiction, politics, president, recent-history, stories, top-shelf, trump","May 20, 2025",not set,,,BOOKS.csv
Book,Dirtbag: Essays,"Frost, Amber A'Lee",2,3.7,721,"read, comedy, leftist, non-fiction, politics, sociology","Jul 13, 2023","Dec 05, 2023",,,BOOKS.csv
Book,"Hey Rube: Blood Sport, the Bush Doctrine, and the Downward Spiral of Dumbness: Modern History from the ESPN.com Sports Desk","Thompson, Hunter S.",3,3.69,2919,"read, 2024, american-history, comedy, gonzo, journalism, memoir, non-fiction, politics, recent-history, stories","Aug 23, 2024",Jan 2024,,,BOOKS.csv
Book,The Communist Manifesto,"Marx, Karl",0,3.69,205012,"read, leftist, philosophy, politics, source","Mar 24, 2022",not set,,,BOOKS.csv
Book,On the Edge: The Art of Risking Everything,"Silver, Nate",3,3.66,5772,"read, 2024, non-fiction, politics, science, sociology","Jul 15, 2024","Aug 24, 2024",,,BOOKS.csv
Book,The Politics of Fear: The Peculiar Persistence of American Paranoia,"Goldwag, Arthur",3,3.64,129,"read, 2025, american-history, conservative, jan-6, journalism, non-fiction, politics, president, recent-history, trump","Jun 29, 2024","May 20, 2025",,,BOOKS.csv
Book,Siege: Trump Under Fire,"Wolff, Michael",5,3.63,4341,"read, 2023, american-history, election, history, journalism, non-fiction, politics, president, recent-history, top-shelf, trump","Aug 16, 2022","Jan 06, 2023",,,BOOKS.csv
Book,The Doorposts of Your House and on Your Gates,"Bacharach, Jacob",5,3.59,153,"read, 2022, fiction","Mar 24, 2022",not set,,,BOOKS.csv
Book,Twilight of American Sanity: A Psychiatrist Analyzes the Age of Trump,"Frances, Allen",2,3.59,290,"read, 2024, history, non-fiction, politics, president, recent-history, sociology, trump","Jun 22, 2024",Jan 2024,,,BOOKS.csv
Book,"Stone's Rules: How to Win at Politics, Business, and Style","Stone, Roger",4,3.54,321,"read, 2024, conservative, memoir, philosophy, politics, recent-history, sociology","Aug 23, 2024",Jan 2024,,,BOOKS.csv
Book,I'll Take Your Questions Now: What I Saw at the Trump White House,"Grisham, Stephanie",4,3.51,5121,"read, 2024, american-history, history, jan-6, memoir, non-fiction, politics, recent-history, stories, trump","Feb 09, 2024",Jan 2024,,,BOOKS.csv
Book,Pandemic!: COVID-19 Shakes the World,"Žižek, Slavoj",4,3.48,3710,"read, leftist, politics","Mar 24, 2022",not set,,,BOOKS.csv
Book,Fire and Fury: Inside the Trump White House,"Wolff, Michael",5,3.44,77629,"read, 2021, american-history, election, gonzo, history, journalism, non-fiction, politics, president, recent-history, top-shelf, trump","Jul 20, 2022","Jan 06, 2019",,,BOOKS.csv
Book,The Tragedy of Rudy Giuliani,"Wolff, Michael",4,3.36,760,"read, 2024, non-fiction, politics, trump","Feb 17, 2024",Jan 2024,,,BOOKS.csv
Book,The Year of Voting Dangerously: The Derangement of American Politics,"Dowd, Maureen",2,3.25,632,"read, 2024, non-fiction, politics, president, recent-history","Jul 02, 2024",Jan 2024,,,BOOKS.csv
Book,The Room Where It Happened: A White House Memoir,"Bolton, John",3,3.17,14957,"read, conservative, memoir, non-fiction, politics, president, recent-history, stories, trump, war","Jul 20, 2022","Jan 06, 2022",,,BOOKS.csv
Music,"Mercy (feat. Big Sean, Pusha T & 2 Chainz)",Kanye West,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Tangerine Sky,Kottonmouth Kings,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Put On (feat. Kanye West),Young Jeezy,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Next Time,Gang Starr,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,I Only Smoke When I Drink,nimino,,,,MUSIC LIST (start-2024); SPOTIFY LIKED 2025-2026,,,I Only Smoke When I Drink,2024-08-22,MUSIC LIST (start-2024); SPOTIFY LIKED 2025-2026
Music,Pep Talk,Death Cab for Cutie,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Winny,"Fred again.., Sammy Virji & Winny",,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Mind Playing Tricks on Me,Geto Boys,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,The Greatest,Cat Power,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Waltz #2 (XO),Elliott Smith,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Airbag,Radiohead,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Liquid Swords,GZA,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,F'@k You Lucy,"Atmosphere, Slug & Ant",,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,D.R.U.G.S.,Ab-Soul,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Hip-Hop,dead prez,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Money Folder,"Madvillain, Madlib & MF Doom",,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Chonkyfire,Outkast,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Shimmy Shimmy Ya,Ol' Dirty Bastard,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
Music,Gone (feat. Kanye West),Kanye West,,,,MUSIC LIST (start-2024),,,,,MUSIC LIST (start-2024)
